cdfw_block_id,landing_year,landing_month,catch_lbs,catch_receipts
207,2016,9,0,0
207,2016,10,0,0
207,2016,11,0,0
207,2016,12,0,0
207,2017,1,0,0
207,2017,3,0,0
207,2017,4,0,0
207,2017,5,0,0
207,2017,6,0,0
207,2017,7,0,0
207,2017,8,0,0
207,2017,9,0,0
207,2017,10,0,0
207,2017,11,0,0
207,2017,12,0,0
207,2018,1,0,0
207,2018,2,0,0
207,2018,3,0,0
207,2018,4,0,0
207,2018,5,0,0
207,2018,6,0,0
207,2018,7,0,0
207,2018,8,0,0
207,2018,9,0,0
207,2018,10,0,0
207,2018,11,0,0
207,2018,12,0,0
209,2005,1,0,0
209,2005,2,0,0
209,2005,3,0,0
209,2005,4,0,0
209,2005,5,0,0
209,2005,6,0,0
209,2005,7,0,0
209,2005,8,0,0
209,2005,9,0,0
209,2005,10,0,0
209,2005,11,0,0
209,2005,12,0,0
209,2006,1,0,0
209,2006,2,0,0
209,2006,3,0,0
209,2006,4,0,0
209,2006,5,0,0
209,2006,6,0,0
209,2006,7,0,0
209,2006,8,0,0
209,2006,9,0,0
209,2006,10,0,0
209,2006,11,0,0
209,2006,12,32224,1
209,2007,1,0,0
209,2007,2,0,0
209,2007,3,0,0
209,2007,4,0,0
209,2007,5,0,0
209,2007,6,0,0
209,2007,7,0,0
209,2007,8,0,0
209,2007,9,0,0
209,2007,10,0,0
209,2007,11,0,0
209,2007,12,0,0
209,2008,1,0,0
209,2008,2,0,0
209,2008,3,0,0
209,2008,4,0,0
209,2008,5,0,0
209,2008,6,0,0
209,2008,7,0,0
209,2008,8,0,0
209,2008,9,0,0
209,2008,10,0,0
209,2008,11,0,0
209,2008,12,0,0
209,2009,1,0,0
209,2009,2,0,0
209,2009,3,0,0
209,2009,4,0,0
209,2009,5,0,0
209,2009,6,0,0
209,2009,7,0,0
209,2009,8,0,0
209,2009,9,0,0
209,2009,10,0,0
209,2009,11,0,0
209,2009,12,0,0
209,2010,1,0,0
209,2010,2,0,0
209,2010,3,0,0
209,2010,4,0,0
209,2010,5,0,0
209,2010,6,0,0
209,2010,7,0,0
209,2010,8,0,0
209,2010,9,0,0
209,2010,10,0,0
209,2010,11,0,0
209,2010,12,0,0
209,2011,1,0,0
209,2011,2,0,0
209,2011,4,0,0
209,2011,5,0,0
209,2011,6,0,0
209,2011,7,0,0
209,2011,8,0,0
209,2011,9,0,0
209,2011,10,0,0
209,2011,11,0,0
209,2011,12,0,0
209,2012,1,0,0
209,2012,6,0,0
209,2012,7,0,0
209,2012,8,0,0
209,2012,9,0,0
209,2012,10,0,0
209,2012,11,0,0
209,2012,12,0,0
209,2013,4,0,0
209,2013,5,0,0
209,2013,6,0,0
209,2013,7,0,0
209,2013,8,0,0
209,2013,9,0,0
209,2013,10,0,0
209,2013,11,0,0
209,2014,4,0,0
209,2014,5,0,0
209,2014,6,0,0
209,2014,7,0,0
209,2014,8,0,0
209,2014,9,0,0
209,2014,10,0,0
209,2014,11,0,0
209,2015,6,0,0
209,2015,7,0,0
209,2015,8,0,0
209,2015,9,0,0
209,2015,10,0,0
209,2015,11,0,0
209,2015,12,0,0
209,2016,3,0,0
209,2016,5,0,0
209,2016,6,0,0
209,2016,7,0,0
209,2016,8,0,0
209,2016,9,0,0
209,2016,10,0,0
209,2016,11,0,0
209,2016,12,0,0
209,2017,1,0,0
209,2017,3,0,0
209,2017,4,0,0
209,2017,5,0,0
209,2017,6,0,0
209,2017,7,0,0
209,2017,8,0,0
209,2017,9,0,0
209,2017,10,0,0
209,2017,11,0,0
209,2017,12,0,0
209,2018,1,0,0
209,2018,2,0,0
209,2018,3,0,0
209,2018,4,0,0
209,2018,5,0,0
209,2018,6,0,0
209,2018,7,0,0
209,2018,8,0,0
209,2018,9,0,0
209,2018,10,0,0
209,2018,11,0,0
209,2018,12,0,0
210,2005,1,0,0
210,2005,2,0,0
210,2005,3,0,0
210,2005,4,0,0
210,2005,5,0,0
210,2005,6,0,0
210,2005,7,0,0
210,2005,8,0,0
210,2005,9,0,0
210,2005,10,0,0
210,2005,11,0,0
210,2005,12,0,0
210,2006,1,0,0
210,2006,2,0,0
210,2006,3,0,0
210,2006,4,0,0
210,2006,5,0,0
210,2006,6,0,0
210,2006,7,0,0
210,2006,8,0,0
210,2006,9,0,0
210,2006,10,0,0
210,2006,11,0,0
210,2006,12,0,0
210,2007,1,0,0
210,2007,2,0,0
210,2007,3,0,0
210,2007,4,0,0
210,2007,5,0,0
210,2007,6,0,0
210,2007,7,0,0
210,2007,8,0,0
210,2007,9,0,0
210,2007,10,0,0
210,2007,11,0,0
210,2007,12,0,0
210,2008,1,0,0
210,2008,2,0,0
210,2008,3,0,0
210,2008,4,0,0
210,2008,5,0,0
210,2008,6,0,0
210,2008,7,0,0
210,2008,8,0,0
210,2008,9,0,0
210,2008,10,0,0
210,2008,11,0,0
210,2008,12,0,0
210,2009,1,0,0
210,2009,2,0,0
210,2009,3,0,0
210,2009,4,0,0
210,2009,5,0,0
210,2009,6,0,0
210,2009,7,0,0
210,2009,8,0,0
210,2009,9,0,0
210,2009,10,0,0
210,2009,11,0,0
210,2009,12,0,0
210,2010,1,0,0
210,2010,2,0,0
210,2010,3,0,0
210,2010,4,0,0
210,2010,5,0,0
210,2010,6,0,0
210,2010,7,0,0
210,2010,8,0,0
210,2010,9,0,0
210,2010,10,0,0
210,2010,11,0,0
210,2010,12,0,0
210,2011,1,0,0
210,2011,2,0,0
210,2011,4,0,0
210,2011,5,0,0
210,2011,6,0,0
210,2011,7,0,0
210,2011,8,0,0
210,2011,9,0,0
210,2011,10,0,0
210,2011,11,0,0
210,2011,12,0,0
210,2012,1,0,0
210,2012,6,0,0
210,2012,7,0,0
210,2012,8,0,0
210,2012,9,0,0
210,2012,10,0,0
210,2012,11,0,0
210,2012,12,0,0
210,2013,4,0,0
210,2013,5,0,0
210,2013,6,0,0
210,2013,7,0,0
210,2013,8,0,0
210,2013,9,0,0
210,2013,10,0,0
210,2013,11,0,0
210,2014,4,0,0
210,2014,5,0,0
210,2014,6,0,0
210,2014,7,0,0
210,2014,8,0,0
210,2014,9,0,0
210,2014,10,384385,6
210,2014,11,0,0
210,2015,6,0,0
210,2015,7,0,0
210,2015,8,0,0
210,2015,9,0,0
210,2015,10,0,0
210,2015,11,0,0
210,2015,12,0,0
210,2016,3,0,0
210,2016,5,0,0
210,2016,6,0,0
210,2016,7,0,0
210,2016,8,0,0
210,2016,9,0,0
210,2016,10,0,0
210,2016,11,0,0
210,2016,12,0,0
210,2017,1,0,0
210,2017,3,0,0
210,2017,4,0,0
210,2017,5,0,0
210,2017,6,0,0
210,2017,7,0,0
210,2017,8,0,0
210,2017,9,0,0
210,2017,10,0,0
210,2017,11,0,0
210,2017,12,0,0
210,2018,1,0,0
210,2018,2,0,0
210,2018,3,0,0
210,2018,4,0,0
210,2018,5,0,0
210,2018,6,0,0
210,2018,7,0,0
210,2018,8,0,0
210,2018,9,0,0
210,2018,10,0,0
210,2018,11,0,0
210,2018,12,0,0
214,2005,1,0,0
214,2005,2,0,0
214,2005,3,0,0
214,2005,4,0,0
214,2005,5,0,0
214,2005,6,0,0
214,2005,7,0,0
214,2005,8,0,0
214,2005,9,0,0
214,2005,10,0,0
214,2005,11,0,0
214,2005,12,0,0
214,2006,1,0,0
214,2006,2,0,0
214,2006,3,0,0
214,2006,4,0,0
214,2006,5,0,0
214,2006,6,0,0
214,2006,7,0,0
214,2006,8,0,0
214,2006,9,0,0
214,2006,10,0,0
214,2006,11,0,0
214,2006,12,0,0
214,2007,1,0,0
214,2007,2,0,0
214,2007,3,0,0
214,2007,4,0,0
214,2007,5,0,0
214,2007,6,0,0
214,2007,7,0,0
214,2007,8,0,0
214,2007,9,0,0
214,2007,10,0,0
214,2007,11,0,0
214,2007,12,0,0
214,2008,1,0,0
214,2008,2,0,0
214,2008,3,0,0
214,2008,4,0,0
214,2008,5,0,0
214,2008,6,0,0
214,2008,7,0,0
214,2008,8,0,0
214,2008,9,0,0
214,2008,10,0,0
214,2008,11,0,0
214,2008,12,0,0
214,2009,1,0,0
214,2009,2,0,0
214,2009,3,0,0
214,2009,4,0,0
214,2009,5,0,0
214,2009,6,0,0
214,2009,7,0,0
214,2009,8,0,0
214,2009,9,0,0
214,2009,10,0,0
214,2009,11,0,0
214,2009,12,0,0
214,2010,1,0,0
214,2010,2,0,0
214,2010,3,0,0
214,2010,4,0,0
214,2010,5,0,0
214,2010,6,0,0
214,2010,7,0,0
214,2010,8,0,0
214,2010,9,0,0
214,2010,10,0,0
214,2010,11,0,0
214,2010,12,0,0
214,2011,1,0,0
214,2011,2,0,0
214,2011,4,0,0
214,2011,5,0,0
214,2011,6,0,0
214,2011,7,0,0
214,2011,8,0,0
214,2011,9,0,0
214,2011,10,0,0
214,2011,11,0,0
214,2011,12,0,0
214,2012,1,0,0
214,2012,6,0,0
214,2012,7,0,0
214,2012,8,0,0
214,2012,9,0,0
214,2012,10,0,0
214,2012,11,0,0
214,2012,12,0,0
214,2013,4,0,0
214,2013,5,0,0
214,2013,6,0,0
214,2013,7,0,0
214,2013,8,0,0
214,2013,9,0,0
214,2013,10,23347,1
214,2013,11,0,0
214,2014,4,0,0
214,2014,5,0,0
214,2014,6,0,0
214,2014,7,0,0
214,2014,8,0,0
214,2014,9,0,0
214,2014,10,0,0
214,2014,11,0,0
214,2015,6,0,0
214,2015,7,0,0
214,2015,8,0,0
214,2015,9,0,0
214,2015,10,0,0
214,2015,11,0,0
214,2015,12,0,0
214,2016,3,0,0
214,2016,5,0,0
214,2016,6,0,0
214,2016,7,0,0
214,2016,8,0,0
214,2016,9,0,0
214,2016,10,0,0
214,2016,11,0,0
214,2016,12,0,0
214,2017,1,0,0
214,2017,3,0,0
214,2017,4,0,0
214,2017,5,0,0
214,2017,6,0,0
214,2017,7,0,0
214,2017,8,0,0
214,2017,9,0,0
214,2017,10,0,0
214,2017,11,0,0
214,2017,12,0,0
214,2018,1,0,0
214,2018,2,0,0
214,2018,3,0,0
214,2018,4,0,0
214,2018,5,0,0
214,2018,6,0,0
214,2018,7,0,0
214,2018,8,0,0
214,2018,9,0,0
214,2018,10,0,0
214,2018,11,0,0
214,2018,12,0,0
239,2005,1,0,0
239,2005,2,0,0
239,2005,3,0,0
239,2005,4,0,0
239,2005,5,0,0
239,2005,6,0,0
239,2005,7,0,0
239,2005,8,0,0
239,2005,9,0,0
239,2005,10,0,0
239,2005,11,0,0
239,2005,12,0,0
239,2006,1,0,0
239,2006,2,0,0
239,2006,3,0,0
239,2006,4,0,0
239,2006,5,0,0
239,2006,6,0,0
239,2006,7,0,0
239,2006,8,0,0
239,2006,9,0,0
239,2006,10,0,0
239,2006,11,0,0
239,2006,12,0,0
239,2007,1,0,0
239,2007,2,0,0
239,2007,3,0,0
239,2007,4,0,0
239,2007,5,0,0
239,2007,6,0,0
239,2007,7,0,0
239,2007,8,0,0
239,2007,9,0,0
239,2007,10,0,0
239,2007,11,11729,1
239,2007,12,0,0
239,2008,1,0,0
239,2008,2,0,0
239,2008,3,0,0
239,2008,4,0,0
239,2008,5,0,0
239,2008,6,0,0
239,2008,7,0,0
239,2008,8,0,0
239,2008,9,0,0
239,2008,10,0,0
239,2008,11,0,0
239,2008,12,0,0
239,2009,1,0,0
239,2009,2,0,0
239,2009,3,0,0
239,2009,4,0,0
239,2009,5,0,0
239,2009,6,0,0
239,2009,7,0,0
239,2009,8,0,0
239,2009,9,0,0
239,2009,10,0,0
239,2009,11,0,0
239,2009,12,0,0
239,2010,1,0,0
239,2010,2,0,0
239,2010,3,0,0
239,2010,4,0,0
239,2010,5,0,0
239,2010,6,0,0
239,2010,7,0,0
239,2010,8,0,0
239,2010,9,0,0
239,2010,10,0,0
239,2010,11,0,0
239,2010,12,0,0
239,2011,1,0,0
239,2011,2,0,0
239,2011,4,0,0
239,2011,5,0,0
239,2011,6,0,0
239,2011,7,0,0
239,2011,8,0,0
239,2011,9,0,0
239,2011,10,0,0
239,2011,11,0,0
239,2011,12,0,0
239,2012,1,0,0
239,2012,6,0,0
239,2012,7,0,0
239,2012,8,0,0
239,2012,9,0,0
239,2012,10,0,0
239,2012,11,0,0
239,2012,12,0,0
239,2013,4,0,0
239,2013,5,0,0
239,2013,6,0,0
239,2013,7,0,0
239,2013,8,0,0
239,2013,9,0,0
239,2013,10,0,0
239,2013,11,0,0
239,2014,4,0,0
239,2014,5,0,0
239,2014,6,0,0
239,2014,7,0,0
239,2014,8,0,0
239,2014,9,0,0
239,2014,10,0,0
239,2014,11,0,0
239,2015,6,0,0
239,2015,7,0,0
239,2015,8,0,0
239,2015,9,0,0
239,2015,10,0,0
239,2015,11,0,0
239,2015,12,0,0
239,2016,3,0,0
239,2016,5,0,0
239,2016,6,0,0
239,2016,7,0,0
239,2016,8,0,0
239,2016,9,0,0
239,2016,10,0,0
239,2016,11,0,0
239,2016,12,0,0
239,2017,1,0,0
239,2017,3,0,0
239,2017,4,0,0
239,2017,5,0,0
239,2017,6,0,0
239,2017,7,0,0
239,2017,8,0,0
239,2017,9,0,0
239,2017,10,0,0
239,2017,11,0,0
239,2017,12,0,0
239,2018,1,0,0
239,2018,2,0,0
239,2018,3,0,0
239,2018,4,0,0
239,2018,5,0,0
239,2018,6,0,0
239,2018,7,0,0
239,2018,8,0,0
239,2018,9,0,0
239,2018,10,0,0
239,2018,11,0,0
239,2018,12,0,0
248,2005,1,0,0
248,2005,2,0,0
248,2005,3,0,0
248,2005,4,0,0
248,2005,5,0,0
248,2005,6,0,0
248,2005,7,0,0
248,2005,8,0,0
248,2005,9,0,0
248,2005,10,0,0
248,2005,11,0,0
248,2005,12,0,0
248,2006,1,0,0
248,2006,2,0,0
248,2006,3,0,0
248,2006,4,0,0
248,2006,5,0,0
248,2006,6,0,0
248,2006,7,0,0
248,2006,8,0,0
248,2006,9,0,0
248,2006,10,0,0
248,2006,11,0,0
248,2006,12,0,0
248,2007,1,0,0
248,2007,2,0,0
248,2007,3,0,0
248,2007,4,0,0
248,2007,5,0,0
248,2007,6,0,0
248,2007,7,0,0
248,2007,8,0,0
248,2007,9,0,0
248,2007,10,0,0
248,2007,11,0,0
248,2007,12,0,0
248,2008,1,0,0
248,2008,2,0,0
248,2008,3,0,0
248,2008,4,0,0
248,2008,5,0,0
248,2008,6,0,0
248,2008,7,0,0
248,2008,8,0,0
248,2008,9,0,0
248,2008,10,0,0
248,2008,11,0,0
248,2008,12,0,0
248,2009,1,0,0
248,2009,2,0,0
248,2009,3,0,0
248,2009,4,0,0
248,2009,5,0,0
248,2009,6,0,0
248,2009,7,0,0
248,2009,8,0,0
248,2009,9,0,0
248,2009,10,0,0
248,2009,11,0,0
248,2009,12,0,0
248,2010,1,0,0
248,2010,2,0,0
248,2010,3,0,0
248,2010,4,0,0
248,2010,5,0,0
248,2010,6,0,0
248,2010,7,0,0
248,2010,8,0,0
248,2010,9,0,0
248,2010,10,0,0
248,2010,11,0,0
248,2010,12,0,0
248,2011,1,0,0
248,2011,2,0,0
248,2011,4,0,0
248,2011,5,0,0
248,2011,6,0,0
248,2011,7,0,0
248,2011,8,0,0
248,2011,9,0,0
248,2011,10,0,0
248,2011,11,0,0
248,2011,12,0,0
248,2012,1,0,0
248,2012,6,0,0
248,2012,7,0,0
248,2012,8,0,0
248,2012,9,0,0
248,2012,10,0,0
248,2012,11,0,0
248,2012,12,0,0
248,2013,4,0,0
248,2013,5,0,0
248,2013,6,0,0
248,2013,7,0,0
248,2013,8,0,0
248,2013,9,0,0
