"","cdfw_block_id","landing_year","landing_month","catch_lbs","catch_receipts","catch_per_receipts"
"73",133,2011,1,0,0,NA
"74",133,2011,2,0,0,NA
"75",133,2011,4,0,0,NA
"76",133,2011,5,0,0,NA
"77",133,2011,6,0,0,NA
"78",133,2011,7,0,0,NA
"79",133,2011,8,0,0,NA
"80",133,2011,9,0,0,NA
"81",133,2011,10,0,0,NA
"82",133,2011,11,0,0,NA
"83",133,2011,12,0,0,NA
"84",133,2012,1,0,0,NA
"85",133,2012,6,0,0,NA
"86",133,2012,7,0,0,NA
"87",133,2012,8,0,0,NA
"88",133,2012,9,0,0,NA
"89",133,2012,10,0,0,NA
"90",133,2012,11,0,0,NA
"91",133,2012,12,0,0,NA
"92",133,2013,4,0,0,NA
"93",133,2013,5,0,0,NA
"94",133,2013,6,0,0,NA
"95",133,2013,7,0,0,NA
"96",133,2013,8,0,0,NA
"97",133,2013,9,0,0,NA
"98",133,2013,10,0,0,NA
"99",133,2013,11,0,0,NA
"100",133,2014,4,0,0,NA
"101",133,2014,5,0,0,NA
"102",133,2014,6,0,0,NA
"103",133,2014,7,0,0,NA
"104",133,2014,8,0,0,NA
"105",133,2014,9,0,0,NA
"106",133,2014,10,521051,10,52105.1
"107",133,2014,11,0,0,NA
"108",133,2015,6,0,0,NA
"109",133,2015,7,0,0,NA
"110",133,2015,8,0,0,NA
"111",133,2015,9,0,0,NA
"112",133,2015,10,0,0,NA
"113",133,2015,11,0,0,NA
"114",133,2015,12,0,0,NA
"115",133,2016,3,0,0,NA
"116",133,2016,5,0,0,NA
"117",133,2016,6,0,0,NA
"118",133,2016,7,0,0,NA
"119",133,2016,8,0,0,NA
"120",133,2016,9,0,0,NA
"121",133,2016,10,0,0,NA
"122",133,2016,11,0,0,NA
"123",133,2016,12,0,0,NA
"124",133,2017,1,0,0,NA
"125",133,2017,3,0,0,NA
"126",133,2017,4,0,0,NA
"127",133,2017,5,0,0,NA
"128",133,2017,6,0,0,NA
"129",133,2017,7,0,0,NA
"130",133,2017,8,0,0,NA
"131",133,2017,9,0,0,NA
"132",133,2017,10,0,0,NA
"133",133,2017,11,0,0,NA
"134",133,2017,12,0,0,NA
"135",133,2018,1,0,0,NA
"136",133,2018,2,0,0,NA
"137",133,2018,3,0,0,NA
"138",133,2018,4,0,0,NA
"139",133,2018,5,0,0,NA
"140",133,2018,6,0,0,NA
"141",133,2018,7,0,0,NA
"142",133,2018,8,0,0,NA
"143",133,2018,9,0,0,NA
"144",133,2018,10,0,0,NA
"145",133,2018,11,0,0,NA
"146",133,2018,12,0,0,NA
"147",202,2005,1,0,0,NA
"148",202,2005,2,0,0,NA
"149",202,2005,3,0,0,NA
"150",202,2005,4,0,0,NA
"151",202,2005,5,0,0,NA
"152",202,2005,6,0,0,NA
"153",202,2005,7,0,0,NA
"154",202,2005,8,0,0,NA
"155",202,2005,9,0,0,NA
"156",202,2005,10,0,0,NA
"157",202,2005,11,0,0,NA
"158",202,2005,12,0,0,NA
"159",202,2006,1,0,0,NA
"160",202,2006,2,0,0,NA
"161",202,2006,3,0,0,NA
"162",202,2006,4,0,0,NA
"163",202,2006,5,0,0,NA
"164",202,2006,6,0,0,NA
"165",202,2006,7,0,0,NA
"166",202,2006,8,0,0,NA
"167",202,2006,9,0,0,NA
"168",202,2006,10,0,0,NA
"169",202,2006,11,0,0,NA
"170",202,2006,12,0,0,NA
"171",202,2007,1,0,0,NA
"172",202,2007,2,0,0,NA
"173",202,2007,3,0,0,NA
"174",202,2007,4,0,0,NA
"175",202,2007,5,0,0,NA
"176",202,2007,6,0,0,NA
"177",202,2007,7,0,0,NA
"178",202,2007,8,0,0,NA
"179",202,2007,9,0,0,NA
"180",202,2007,10,0,0,NA
"181",202,2007,11,0,0,NA
"182",202,2007,12,0,0,NA
"183",202,2008,1,0,0,NA
"184",202,2008,2,0,0,NA
"185",202,2008,3,0,0,NA
"186",202,2008,4,0,0,NA
"187",202,2008,5,0,0,NA
"188",202,2008,6,0,0,NA
"189",202,2008,7,0,0,NA
"190",202,2008,8,0,0,NA
"191",202,2008,9,0,0,NA
"192",202,2008,10,0,0,NA
"193",202,2008,11,0,0,NA
"194",202,2008,12,0,0,NA
"195",202,2009,1,0,0,NA
"196",202,2009,2,0,0,NA
"197",202,2009,3,0,0,NA
"198",202,2009,4,0,0,NA
"199",202,2009,5,0,0,NA
"200",202,2009,6,0,0,NA
"201",202,2009,7,0,0,NA
"202",202,2009,8,0,0,NA
"203",202,2009,9,0,0,NA
"204",202,2009,10,0,0,NA
"205",202,2009,11,0,0,NA
"206",202,2009,12,0,0,NA
"207",202,2010,1,0,0,NA
"208",202,2010,2,0,0,NA
"209",202,2010,3,0,0,NA
"210",202,2010,4,0,0,NA
"211",202,2010,5,0,0,NA
"212",202,2010,6,0,0,NA
"213",202,2010,7,0,0,NA
"214",202,2010,8,0,0,NA
"215",202,2010,9,0,0,NA
"216",202,2010,10,0,0,NA
"217",202,2010,11,0,0,NA
"218",202,2010,12,0,0,NA
"219",202,2011,1,0,0,NA
"220",202,2011,2,0,0,NA
"221",202,2011,4,0,0,NA
"222",202,2011,5,0,0,NA
"223",202,2011,6,0,0,NA
"224",202,2011,7,0,0,NA
"225",202,2011,8,0,0,NA
"226",202,2011,9,0,0,NA
"227",202,2011,10,0,0,NA
"228",202,2011,11,0,0,NA
"229",202,2011,12,0,0,NA
"230",202,2012,1,0,0,NA
"231",202,2012,6,0,0,NA
"232",202,2012,7,0,0,NA
"233",202,2012,8,0,0,NA
"234",202,2012,9,0,0,NA
"235",202,2012,10,0,0,NA
"236",202,2012,11,0,0,NA
"237",202,2012,12,0,0,NA
"238",202,2013,4,0,0,NA
"239",202,2013,5,0,0,NA
"240",202,2013,6,0,0,NA
"241",202,2013,7,0,0,NA
"242",202,2013,8,0,0,NA
"243",202,2013,9,0,0,NA
"244",202,2013,10,0,0,NA
"245",202,2013,11,0,0,NA
"246",202,2014,4,0,0,NA
"247",202,2014,5,0,0,NA
"248",202,2014,6,0,0,NA
"249",202,2014,7,0,0,NA
"250",202,2014,8,0,0,NA
"251",202,2014,9,2903686,27,107543.925925926
"252",202,2014,10,117635,2,58817.5
"253",202,2014,11,0,0,NA
"254",202,2015,6,0,0,NA
"255",202,2015,7,0,0,NA
"256",202,2015,8,0,0,NA
"257",202,2015,9,0,0,NA
"258",202,2015,10,0,0,NA
"259",202,2015,11,0,0,NA
"260",202,2015,12,0,0,NA
"261",202,2016,3,0,0,NA
"262",202,2016,5,0,0,NA
"263",202,2016,6,0,0,NA
"264",202,2016,7,0,0,NA
"265",202,2016,8,0,0,NA
"266",202,2016,9,0,0,NA
"267",202,2016,10,0,0,NA
"268",202,2016,11,0,0,NA
"269",202,2016,12,0,0,NA
"270",202,2017,1,0,0,NA
"271",202,2017,3,0,0,NA
"272",202,2017,4,0,0,NA
"273",202,2017,5,0,0,NA
"274",202,2017,6,0,0,NA
"275",202,2017,7,0,0,NA
"276",202,2017,8,0,0,NA
"277",202,2017,9,0,0,NA
"278",202,2017,10,0,0,NA
"279",202,2017,11,0,0,NA
"280",202,2017,12,0,0,NA
"281",202,2018,1,0,0,NA
"282",202,2018,2,0,0,NA
"283",202,2018,3,0,0,NA
"284",202,2018,4,0,0,NA
"285",202,2018,5,0,0,NA
"286",202,2018,6,0,0,NA
"287",202,2018,7,0,0,NA
"288",202,2018,8,0,0,NA
"289",202,2018,9,0,0,NA
"290",202,2018,10,0,0,NA
"291",202,2018,11,0,0,NA
"292",202,2018,12,0,0,NA
"293",207,2005,1,0,0,NA
"294",207,2005,2,0,0,NA
"295",207,2005,3,0,0,NA
"296",207,2005,4,0,0,NA
"297",207,2005,5,0,0,NA
"298",207,2005,6,0,0,NA
"299",207,2005,7,0,0,NA
"300",207,2005,8,0,0,NA
"301",207,2005,9,0,0,NA
"302",207,2005,10,0,0,NA
"303",207,2005,11,0,0,NA
"304",207,2005,12,0,0,NA
"305",207,2006,1,0,0,NA
"306",207,2006,2,0,0,NA
"307",207,2006,3,0,0,NA
"308",207,2006,4,0,0,NA
"309",207,2006,5,0,0,NA
"310",207,2006,6,0,0,NA
"311",207,2006,7,0,0,NA
"312",207,2006,8,0,0,NA
"313",207,2006,9,0,0,NA
"314",207,2006,10,0,0,NA
"315",207,2006,11,0,0,NA
"316",207,2006,12,0,0,NA
"317",207,2007,1,0,0,NA
"318",207,2007,2,0,0,NA
"319",207,2007,3,0,0,NA
"320",207,2007,4,0,0,NA
"321",207,2007,5,0,0,NA
"322",207,2007,6,0,0,NA
"323",207,2007,7,0,0,NA
"324",207,2007,8,0,0,NA
"325",207,2007,9,0,0,NA
"326",207,2007,10,0,0,NA
"327",207,2007,11,0,0,NA
"328",207,2007,12,0,0,NA
"329",207,2008,1,0,0,NA
"330",207,2008,2,0,0,NA
"331",207,2008,3,0,0,NA
"332",207,2008,4,0,0,NA
"333",207,2008,5,0,0,NA
"334",207,2008,6,0,0,NA
"335",207,2008,7,0,0,NA
"336",207,2008,8,0,0,NA
"337",207,2008,9,0,0,NA
"338",207,2008,10,0,0,NA
"339",207,2008,11,0,0,NA
"340",207,2008,12,0,0,NA
"341",207,2009,1,0,0,NA
"342",207,2009,2,0,0,NA
"343",207,2009,3,0,0,NA
"344",207,2009,4,0,0,NA
"345",207,2009,5,0,0,NA
"346",207,2009,6,0,0,NA
"347",207,2009,7,0,0,NA
"348",207,2009,8,0,0,NA
"349",207,2009,9,147314,1,147314
"350",207,2009,10,0,0,NA
"351",207,2009,11,0,0,NA
"352",207,2009,12,0,0,NA
"353",207,2010,1,0,0,NA
"354",207,2010,2,0,0,NA
"355",207,2010,3,0,0,NA
"356",207,2010,4,0,0,NA
"357",207,2010,5,0,0,NA
"358",207,2010,6,0,0,NA
"359",207,2010,7,0,0,NA
"360",207,2010,8,0,0,NA
"361",207,2010,9,0,0,NA
"362",207,2010,10,0,0,NA
"363",207,2010,11,0,0,NA
"364",207,2010,12,0,0,NA
"365",207,2011,1,0,0,NA
"366",207,2011,2,0,0,NA
"367",207,2011,4,0,0,NA
"368",207,2011,5,0,0,NA
"369",207,2011,6,0,0,NA
"370",207,2011,7,0,0,NA
"371",207,2011,8,0,0,NA
"372",207,2011,9,0,0,NA
"373",207,2011,10,0,0,NA
"374",207,2011,11,0,0,NA
"375",207,2011,12,0,0,NA
"376",207,2012,1,0,0,NA
"377",207,2012,6,0,0,NA
"378",207,2012,7,0,0,NA
"379",207,2012,8,0,0,NA
"380",207,2012,9,0,0,NA
"381",207,2012,10,0,0,NA
"382",207,2012,11,0,0,NA
"383",207,2012,12,0,0,NA
"384",207,2013,4,0,0,NA
"385",207,2013,5,0,0,NA
"386",207,2013,6,0,0,NA
"387",207,2013,7,0,0,NA
"388",207,2013,8,0,0,NA
"389",207,2013,9,0,0,NA
"390",207,2013,10,0,0,NA
"391",207,2013,11,0,0,NA
"392",207,2014,4,0,0,NA
"393",207,2014,5,0,0,NA
"394",207,2014,6,0,0,NA
"395",207,2014,7,0,0,NA
"396",207,2014,8,0,0,NA
"397",207,2014,9,0,0,NA
"398",207,2014,10,0,0,NA
"399",207,2014,11,0,0,NA
"400",207,2015,6,0,0,NA
"401",207,2015,7,0,0,NA
"402",207,2015,8,0,0,NA
"403",207,2015,9,0,0,NA
"404",207,2015,10,0,0,NA
"405",207,2015,11,0,0,NA
"406",207,2015,12,0,0,NA
"407",207,2016,3,0,0,NA
"408",207,2016,5,0,0,NA
"409",207,2016,6,0,0,NA
"410",207,2016,7,0,0,NA
"411",207,2016,8,0,0,NA
"412",207,2016,9,0,0,NA
"413",207,2016,10,0,0,NA
"414",207,2016,11,0,0,NA
"415",207,2016,12,0,0,NA
"416",207,2017,1,0,0,NA
"417",207,2017,3,0,0,NA
"418",207,2017,4,0,0,NA
"419",207,2017,5,0,0,NA
"420",207,2017,6,0,0,NA
"421",207,2017,7,0,0,NA
"422",207,2017,8,0,0,NA
"423",207,2017,9,0,0,NA
"424",207,2017,10,0,0,NA
"425",207,2017,11,0,0,NA
"426",207,2017,12,0,0,NA
"427",207,2018,1,0,0,NA
"428",207,2018,2,0,0,NA
"429",207,2018,3,0,0,NA
"430",207,2018,4,0,0,NA
"431",207,2018,5,0,0,NA
"432",207,2018,6,0,0,NA
"433",207,2018,7,0,0,NA
"434",207,2018,8,0,0,NA
"435",207,2018,9,0,0,NA
"436",207,2018,10,0,0,NA
"437",207,2018,11,0,0,NA
"438",207,2018,12,0,0,NA
"439",209,2005,1,0,0,NA
"440",209,2005,2,0,0,NA
"441",209,2005,3,0,0,NA
"442",209,2005,4,0,0,NA
"443",209,2005,5,0,0,NA
"444",209,2005,6,0,0,NA
"445",209,2005,7,0,0,NA
"446",209,2005,8,0,0,NA
"447",209,2005,9,0,0,NA
"448",209,2005,10,0,0,NA
"449",209,2005,11,0,0,NA
"450",209,2005,12,0,0,NA
"451",209,2006,1,0,0,NA
"452",209,2006,2,0,0,NA
"453",209,2006,3,0,0,NA
"454",209,2006,4,0,0,NA
"455",209,2006,5,0,0,NA
"456",209,2006,6,0,0,NA
"457",209,2006,7,0,0,NA
"458",209,2006,8,0,0,NA
"459",209,2006,9,0,0,NA
"460",209,2006,10,0,0,NA
"461",209,2006,11,0,0,NA
"462",209,2006,12,32224,1,32224
"463",209,2007,1,0,0,NA
"464",209,2007,2,0,0,NA
"465",209,2007,3,0,0,NA
"466",209,2007,4,0,0,NA
"467",209,2007,5,0,0,NA
"468",209,2007,6,0,0,NA
"469",209,2007,7,0,0,NA
"470",209,2007,8,0,0,NA
"471",209,2007,9,0,0,NA
"472",209,2007,10,0,0,NA
"473",209,2007,11,0,0,NA
"474",209,2007,12,0,0,NA
"475",209,2008,1,0,0,NA
"476",209,2008,2,0,0,NA
"477",209,2008,3,0,0,NA
"478",209,2008,4,0,0,NA
"479",209,2008,5,0,0,NA
"480",209,2008,6,0,0,NA
"481",209,2008,7,0,0,NA
"482",209,2008,8,0,0,NA
"483",209,2008,9,0,0,NA
"484",209,2008,10,0,0,NA
"485",209,2008,11,0,0,NA
"486",209,2008,12,0,0,NA
"487",209,2009,1,0,0,NA
"488",209,2009,2,0,0,NA
"489",209,2009,3,0,0,NA
"490",209,2009,4,0,0,NA
"491",209,2009,5,0,0,NA
"492",209,2009,6,0,0,NA
"493",209,2009,7,0,0,NA
"494",209,2009,8,0,0,NA
"495",209,2009,9,0,0,NA
"496",209,2009,10,0,0,NA
"497",209,2009,11,0,0,NA
"498",209,2009,12,0,0,NA
"499",209,2010,1,0,0,NA
"500",209,2010,2,0,0,NA
"501",209,2010,3,0,0,NA
"502",209,2010,4,0,0,NA
"503",209,2010,5,0,0,NA
"504",209,2010,6,0,0,NA
"505",209,2010,7,0,0,NA
"506",209,2010,8,0,0,NA
"507",209,2010,9,0,0,NA
"508",209,2010,10,0,0,NA
"509",209,2010,11,0,0,NA
"510",209,2010,12,0,0,NA
"511",209,2011,1,0,0,NA
"512",209,2011,2,0,0,NA
"513",209,2011,4,0,0,NA
"514",209,2011,5,0,0,NA
"515",209,2011,6,0,0,NA
"516",209,2011,7,0,0,NA
"517",209,2011,8,0,0,NA
"518",209,2011,9,0,0,NA
"519",209,2011,10,0,0,NA
"520",209,2011,11,0,0,NA
"521",209,2011,12,0,0,NA
"522",209,2012,1,0,0,NA
"523",209,2012,6,0,0,NA
"524",209,2012,7,0,0,NA
"525",209,2012,8,0,0,NA
"526",209,2012,9,0,0,NA
"527",209,2012,10,0,0,NA
"528",209,2012,11,0,0,NA
"529",209,2012,12,0,0,NA
"530",209,2013,4,0,0,NA
"531",209,2013,5,0,0,NA
"532",209,2013,6,0,0,NA
"533",209,2013,7,0,0,NA
"534",209,2013,8,0,0,NA
"535",209,2013,9,0,0,NA
"536",209,2013,10,0,0,NA
"537",209,2013,11,0,0,NA
"538",209,2014,4,0,0,NA
"539",209,2014,5,0,0,NA
"540",209,2014,6,0,0,NA
"541",209,2014,7,0,0,NA
"542",209,2014,8,0,0,NA
"543",209,2014,9,0,0,NA
"544",209,2014,10,0,0,NA
"545",209,2014,11,0,0,NA
"546",209,2015,6,0,0,NA
"547",209,2015,7,0,0,NA
"548",209,2015,8,0,0,NA
"549",209,2015,9,0,0,NA
"550",209,2015,10,0,0,NA
"551",209,2015,11,0,0,NA
"552",209,2015,12,0,0,NA
"553",209,2016,3,0,0,NA
"554",209,2016,5,0,0,NA
"555",209,2016,6,0,0,NA
"556",209,2016,7,0,0,NA
"557",209,2016,8,0,0,NA
"558",209,2016,9,0,0,NA
"559",209,2016,10,0,0,NA
"560",209,2016,11,0,0,NA
"561",209,2016,12,0,0,NA
"562",209,2017,1,0,0,NA
"563",209,2017,3,0,0,NA
"564",209,2017,4,0,0,NA
"565",209,2017,5,0,0,NA
"566",209,2017,6,0,0,NA
"567",209,2017,7,0,0,NA
"568",209,2017,8,0,0,NA
"569",209,2017,9,0,0,NA
"570",209,2017,10,0,0,NA
"571",209,2017,11,0,0,NA
"572",209,2017,12,0,0,NA
"573",209,2018,1,0,0,NA
"574",209,2018,2,0,0,NA
"575",209,2018,3,0,0,NA
"576",209,2018,4,0,0,NA
"577",209,2018,5,0,0,NA
"578",209,2018,6,0,0,NA
"579",209,2018,7,0,0,NA
"580",209,2018,8,0,0,NA
"581",209,2018,9,0,0,NA
"582",209,2018,10,0,0,NA
"583",209,2018,11,0,0,NA
"584",209,2018,12,0,0,NA
"585",210,2005,1,0,0,NA
"586",210,2005,2,0,0,NA
"587",210,2005,3,0,0,NA
"588",210,2005,4,0,0,NA
"589",210,2005,5,0,0,NA
"590",210,2005,6,0,0,NA
"591",210,2005,7,0,0,NA
"592",210,2005,8,0,0,NA
"593",210,2005,9,0,0,NA
"594",210,2005,10,0,0,NA
"595",210,2005,11,0,0,NA
"596",210,2005,12,0,0,NA
"597",210,2006,1,0,0,NA
"598",210,2006,2,0,0,NA
"599",210,2006,3,0,0,NA
"600",210,2006,4,0,0,NA
"601",210,2006,5,0,0,NA
"602",210,2006,6,0,0,NA
"603",210,2006,7,0,0,NA
"604",210,2006,8,0,0,NA
"605",210,2006,9,0,0,NA
"606",210,2006,10,0,0,NA
"607",210,2006,11,0,0,NA
"608",210,2006,12,0,0,NA
"609",210,2007,1,0,0,NA
"610",210,2007,2,0,0,NA
"611",210,2007,3,0,0,NA
"612",210,2007,4,0,0,NA
"613",210,2007,5,0,0,NA
"614",210,2007,6,0,0,NA
"615",210,2007,7,0,0,NA
"616",210,2007,8,0,0,NA
"617",210,2007,9,0,0,NA
"618",210,2007,10,0,0,NA
"619",210,2007,11,0,0,NA
"620",210,2007,12,0,0,NA
"621",210,2008,1,0,0,NA
"622",210,2008,2,0,0,NA
"623",210,2008,3,0,0,NA
"624",210,2008,4,0,0,NA
"625",210,2008,5,0,0,NA
"626",210,2008,6,0,0,NA
"627",210,2008,7,0,0,NA
"628",210,2008,8,0,0,NA
"629",210,2008,9,0,0,NA
"630",210,2008,10,0,0,NA
"631",210,2008,11,0,0,NA
"632",210,2008,12,0,0,NA
"633",210,2009,1,0,0,NA
"634",210,2009,2,0,0,NA
"635",210,2009,3,0,0,NA
"636",210,2009,4,0,0,NA
"637",210,2009,5,0,0,NA
"638",210,2009,6,0,0,NA
"639",210,2009,7,0,0,NA
"640",210,2009,8,0,0,NA
"641",210,2009,9,0,0,NA
"642",210,2009,10,0,0,NA
"643",210,2009,11,0,0,NA
"644",210,2009,12,0,0,NA
"645",210,2010,1,0,0,NA
"646",210,2010,2,0,0,NA
"647",210,2010,3,0,0,NA
"648",210,2010,4,0,0,NA
"649",210,2010,5,0,0,NA
"650",210,2010,6,0,0,NA
"651",210,2010,7,0,0,NA
"652",210,2010,8,0,0,NA
"653",210,2010,9,0,0,NA
"654",210,2010,10,0,0,NA
"655",210,2010,11,0,0,NA
"656",210,2010,12,0,0,NA
"657",210,2011,1,0,0,NA
"658",210,2011,2,0,0,NA
"659",210,2011,4,0,0,NA
"660",210,2011,5,0,0,NA
"661",210,2011,6,0,0,NA
"662",210,2011,7,0,0,NA
"663",210,2011,8,0,0,NA
"664",210,2011,9,0,0,NA
"665",210,2011,10,0,0,NA
"666",210,2011,11,0,0,NA
"667",210,2011,12,0,0,NA
"668",210,2012,1,0,0,NA
"669",210,2012,6,0,0,NA
"670",210,2012,7,0,0,NA
"671",210,2012,8,0,0,NA
"672",210,2012,9,0,0,NA
"673",210,2012,10,0,0,NA
"674",210,2012,11,0,0,NA
"675",210,2012,12,0,0,NA
"676",210,2013,4,0,0,NA
"677",210,2013,5,0,0,NA
"678",210,2013,6,0,0,NA
"679",210,2013,7,0,0,NA
"680",210,2013,8,0,0,NA
"681",210,2013,9,0,0,NA
"682",210,2013,10,0,0,NA
"683",210,2013,11,0,0,NA
"684",210,2014,4,0,0,NA
"685",210,2014,5,0,0,NA
"686",210,2014,6,0,0,NA
"687",210,2014,7,0,0,NA
"688",210,2014,8,0,0,NA
"689",210,2014,9,0,0,NA
"690",210,2014,10,384385,6,64064.1666666667
"691",210,2014,11,0,0,NA
"692",210,2015,6,0,0,NA
"693",210,2015,7,0,0,NA
"694",210,2015,8,0,0,NA
"695",210,2015,9,0,0,NA
"696",210,2015,10,0,0,NA
"697",210,2015,11,0,0,NA
"698",210,2015,12,0,0,NA
"699",210,2016,3,0,0,NA
"700",210,2016,5,0,0,NA
"701",210,2016,6,0,0,NA
"702",210,2016,7,0,0,NA
"703",210,2016,8,0,0,NA
"704",210,2016,9,0,0,NA
"705",210,2016,10,0,0,NA
"706",210,2016,11,0,0,NA
"707",210,2016,12,0,0,NA
"708",210,2017,1,0,0,NA
"709",210,2017,3,0,0,NA
"710",210,2017,4,0,0,NA
"711",210,2017,5,0,0,NA
"712",210,2017,6,0,0,NA
"713",210,2017,7,0,0,NA
"714",210,2017,8,0,0,NA
"715",210,2017,9,0,0,NA
"716",210,2017,10,0,0,NA
"717",210,2017,11,0,0,NA
"718",210,2017,12,0,0,NA
"719",210,2018,1,0,0,NA
"720",210,2018,2,0,0,NA
"721",210,2018,3,0,0,NA
"722",210,2018,4,0,0,NA
"723",210,2018,5,0,0,NA
"724",210,2018,6,0,0,NA
"725",210,2018,7,0,0,NA
"726",210,2018,8,0,0,NA
"727",210,2018,9,0,0,NA
"728",210,2018,10,0,0,NA
"729",210,2018,11,0,0,NA
"730",210,2018,12,0,0,NA
"731",214,2005,1,0,0,NA
"732",214,2005,2,0,0,NA
"733",214,2005,3,0,0,NA
"734",214,2005,4,0,0,NA
"735",214,2005,5,0,0,NA
"736",214,2005,6,0,0,NA
"737",214,2005,7,0,0,NA
"738",214,2005,8,0,0,NA
"739",214,2005,9,0,0,NA
"740",214,2005,10,0,0,NA
"741",214,2005,11,0,0,NA
"742",214,2005,12,0,0,NA
"743",214,2006,1,0,0,NA
"744",214,2006,2,0,0,NA
"745",214,2006,3,0,0,NA
"746",214,2006,4,0,0,NA
"747",214,2006,5,0,0,NA
"748",214,2006,6,0,0,NA
"749",214,2006,7,0,0,NA
"750",214,2006,8,0,0,NA
"751",214,2006,9,0,0,NA
"752",214,2006,10,0,0,NA
"753",214,2006,11,0,0,NA
"754",214,2006,12,0,0,NA
"755",214,2007,1,0,0,NA
"756",214,2007,2,0,0,NA
"757",214,2007,3,0,0,NA
"758",214,2007,4,0,0,NA
"759",214,2007,5,0,0,NA
"760",214,2007,6,0,0,NA
"761",214,2007,7,0,0,NA
"762",214,2007,8,0,0,NA
"763",214,2007,9,0,0,NA
"764",214,2007,10,0,0,NA
"765",214,2007,11,0,0,NA
"766",214,2007,12,0,0,NA
"767",214,2008,1,0,0,NA
"768",214,2008,2,0,0,NA
"769",214,2008,3,0,0,NA
"770",214,2008,4,0,0,NA
"771",214,2008,5,0,0,NA
"772",214,2008,6,0,0,NA
"773",214,2008,7,0,0,NA
"774",214,2008,8,0,0,NA
"775",214,2008,9,0,0,NA
"776",214,2008,10,0,0,NA
"777",214,2008,11,0,0,NA
"778",214,2008,12,0,0,NA
"779",214,2009,1,0,0,NA
"780",214,2009,2,0,0,NA
"781",214,2009,3,0,0,NA
"782",214,2009,4,0,0,NA
"783",214,2009,5,0,0,NA
"784",214,2009,6,0,0,NA
"785",214,2009,7,0,0,NA
"786",214,2009,8,0,0,NA
"787",214,2009,9,0,0,NA
"788",214,2009,10,0,0,NA
"789",214,2009,11,0,0,NA
"790",214,2009,12,0,0,NA
"791",214,2010,1,0,0,NA
"792",214,2010,2,0,0,NA
"793",214,2010,3,0,0,NA
"794",214,2010,4,0,0,NA
"795",214,2010,5,0,0,NA
"796",214,2010,6,0,0,NA
"797",214,2010,7,0,0,NA
"798",214,2010,8,0,0,NA
"799",214,2010,9,0,0,NA
"800",214,2010,10,0,0,NA
"801",214,2010,11,0,0,NA
"802",214,2010,12,0,0,NA
"803",214,2011,1,0,0,NA
"804",214,2011,2,0,0,NA
"805",214,2011,4,0,0,NA
"806",214,2011,5,0,0,NA
"807",214,2011,6,0,0,NA
"808",214,2011,7,0,0,NA
"809",214,2011,8,0,0,NA
"810",214,2011,9,0,0,NA
"811",214,2011,10,0,0,NA
"812",214,2011,11,0,0,NA
"813",214,2011,12,0,0,NA
"814",214,2012,1,0,0,NA
"815",214,2012,6,0,0,NA
"816",214,2012,7,0,0,NA
"817",214,2012,8,0,0,NA
